tid	screen_name
6.92534E+17	Enstone
6.87823E+17	Entrepreneur
7.17054E+17	EntrepreneurOrg
6.84226E+17	eorden
6.97443E+17	eorden
7.01132E+17	eorden
7.12708E+17	eorden
7.15317E+17	eorden
6.87751E+17	EPA
6.87795E+17	EPA
6.90317E+17	EPA
6.90531E+17	EPA
6.90653E+17	EPA
6.90932E+17	EPA
6.92036E+17	EPA
6.92127E+17	EPA
6.92751E+17	EPA
6.95289E+17	EPA
6.97437E+17	EPA
6.97853E+17	EPA
6.98167E+17	EPA
6.98497E+17	EPA
6.99046E+17	EPA
6.99601E+17	EPA
7.00349E+17	EPA
7.01837E+17	EPA
7.01896E+17	EPA
7.01982E+17	EPA
7.02133E+17	EPA
7.02316E+17	EPA
7.03342E+17	EPA
7.05137E+17	EPA
7.07001E+17	EPA
7.07692E+17	EPA
7.08059E+17	EPA
7.08066E+17	EPA
7.08068E+17	EPA
7.08079E+17	EPA
7.08103E+17	EPA
7.08455E+17	EPA
7.08708E+17	EPA
7.09723E+17	EPA
7.09756E+17	EPA
7.09771E+17	EPA
7.09771E+17	EPA
7.09773E+17	EPA
7.09823E+17	EPA
7.10137E+17	EPA
7.10145E+17	EPA
7.10266E+17	EPA
7.10443E+17	EPA
7.10452E+17	EPA
7.10457E+17	EPA
7.10458E+17	EPA
7.10464E+17	EPA
7.10464E+17	EPA
7.10465E+17	EPA
7.10466E+17	EPA
7.10467E+17	EPA
7.10469E+17	EPA
7.1048E+17	EPA
7.10487E+17	EPA
7.10487E+17	EPA
7.10503E+17	EPA
7.10505E+17	EPA
7.10505E+17	EPA
7.10505E+17	EPA
7.10533E+17	EPA
7.10567E+17	EPA
7.10568E+17	EPA
7.1057E+17	EPA
7.10586E+17	EPA
7.10842E+17	EPA
7.10892E+17	EPA
7.11983E+17	EPA
7.12349E+17	EPA
7.12414E+17	EPA
7.12814E+17	EPA
7.1302E+17	EPA
7.13393E+17	EPA
7.14496E+17	EPA
7.14763E+17	EPA
7.14903E+17	EPA
7.15121E+17	EPA
7.15212E+17	EPA
7.15341E+17	EPA
7.15591E+17	EPA
7.15912E+17	EPA
7.16416E+17	EPA
7.16767E+17	EPA
7.16819E+17	EPA
7.1703E+17	EPA
7.1704E+17	EPA
7.17887E+17	EPA
7.18273E+17	EPA
7.1848E+17	EPA
7.18501E+17	EPA
7.19552E+17	EPA
7.19597E+17	EPA
7.19862E+17	EPA
7.19884E+17	EPA
7.19919E+17	EPA
7.19937E+17	EPA
7.20034E+17	EPA
7.20254E+17	EPA
7.20257E+17	EPA
7.20261E+17	EPA
7.20332E+17	EPA
7.20608E+17	EPA
7.20691E+17	EPA
7.21728E+17	EPA
7.23224E+17	EPA
7.23678E+17	EPA
7.24611E+17	EPA
7.2576E+17	EPA
7.25832E+17	EPA
7.2606E+17	EPA
7.2694E+17	EPA
7.27885E+17	EPA
7.29867E+17	EPA
6.97561E+17	EPCSheriff
7.25729E+17	EPerronToledo
7.02626E+17	EpilepsyIowa
7.25463E+17	EpiscoKs
6.89581E+17	epngo
7.00804E+17	EqualityState
7.00823E+17	EqualityState
7.23138E+17	Equality_MI
7.29292E+17	EquineAdvocates
6.90649E+17	ergVT
6.90652E+17	ergVT
6.94375E+17	EricaGrieder
7.01831E+17	EricaGrieder
7.02295E+17	EricaGrieder
7.10166E+17	EricaLG
7.05587E+17	EricaRBrown
7.25756E+17	EricaRHill
7.17776E+17	EricaSmegs
7.18905E+17	EricaSmegs
6.89606E+17	EricaWilli
6.84512E+17	ericbolling
6.88174E+17	ericbolling
7.06578E+17	ericbradner
7.03775E+17	EricBurlison
7.07261E+17	ericdjennings
7.02172E+17	EricDKoch
7.0486E+17	EricDKoch
7.1711E+17	EricDKoch
7.25784E+17	EricDKoch
6.92825E+17	ericfromalaska
6.95324E+17	ericgarcetti
7.0189E+17	EricGreitens
7.03398E+17	EricGreitens
7.03618E+17	EricGreitens
7.03621E+17	EricGreitens
7.10617E+17	EricGreitens
7.10619E+17	EricGreitens
7.10621E+17	EricGreitens
7.10625E+17	EricGreitens
7.10625E+17	EricGreitens
7.10632E+17	EricGreitens
7.19238E+17	EricGreitens
7.22588E+17	EricGreitens
7.24598E+17	EricGreitens
7.03328E+17	erich333
6.87347E+17	EricHolder
7.13906E+17	EricHolder
7.14524E+17	EricHolder
7.04368E+17	EricJWildman
7.04369E+17	EricJWildman
7.09764E+17	EricJWildman
6.89464E+17	EricKleefeld
7.27973E+17	EricKleefeld
6.8914E+17	ErickTrickey
7.00313E+17	erickuo
7.22042E+17	erickuo
7.144E+17	EricLacy
7.05455E+17	EricLinder
6.84049E+17	ericlitke
6.94918E+17	EricLuedtke
7.00414E+17	EricLuedtke
7.16689E+17	ericmorley09
7.16697E+17	ericmorley09
7.16753E+17	ericmorley09
6.95427E+17	ericmwalker
6.95437E+17	ericmwalker
7.09493E+17	ericmwalker
6.94203E+17	ericnelsonjr
7.04395E+17	ericnelsonjr
7.07425E+17	ericnelsonjr
6.95811E+17	ericnlin
6.95817E+17	ericnlin
6.95981E+17	ericnlin
6.9603E+17	ericnlin
7.04398E+17	EricPrattMN
7.08002E+17	EricPrattMN
7.17531E+17	EricRossTMJ4
6.83521E+17	EricTrump
6.84752E+17	EricTrump
6.87436E+17	EricTrump
6.87835E+17	EricTrump
6.89575E+17	EricTrump
6.94233E+17	EricTrump
6.96106E+17	EricTrump
6.96764E+17	EricTrump
7.01557E+17	EricTrump
7.01746E+17	EricTrump
7.03716E+17	EricTrump
7.07225E+17	EricTrump
7.07226E+17	EricTrump
7.24955E+17	EricTrump
6.95618E+17	ericweddle
7.07593E+17	ericweddle
7.09451E+17	ericweddle
7.09451E+17	ericweddle
7.09452E+17	ericweddle
6.94897E+17	ericwoolson
7.23544E+17	ericwoolson
7.07611E+17	Eric_Halvorson
6.8664E+17	Eric_Schmitt
6.92407E+17	Eric_Schmitt
6.95031E+17	Eric_Schmitt
7.00832E+17	Eric_Schmitt
7.01074E+17	Eric_Schmitt
7.02607E+17	Eric_Schmitt
7.03397E+17	Eric_Schmitt
7.03775E+17	Eric_Schmitt
7.05503E+17	Eric_Schmitt
7.08443E+17	Eric_Schmitt
7.20362E+17	Eric_Schmitt
7.20366E+17	Eric_Schmitt
7.07422E+17	Eric_Spencer
6.86736E+17	ErikaAndiola
6.88496E+17	ErikaAndiola
7.00821E+17	ErikaAndiola
7.0234E+17	ErikaAndiola
7.08348E+17	Erikka_Storch
6.93542E+17	ErikLacitis
6.93542E+17	ErikLacitis
7.0305E+17	ErikLacitis
6.84805E+17	eriklorenzsonn
6.92193E+17	ErikWemple
6.98248E+17	ErikWemple
7.10926E+17	ErikWemple
7.12096E+17	ErikWemple
7.24659E+17	Erin136Erin
7.047E+17	ErinAndrews
7.06972E+17	ErinAndrews
6.86642E+17	ErinatTheSun
6.86642E+17	ErinatTheSun
6.86649E+17	ErinatTheSun
6.86649E+17	ErinatTheSun
6.86649E+17	ErinatTheSun
6.87325E+17	ErinatTheSun
6.87327E+17	ErinatTheSun
6.8733E+17	ErinatTheSun
6.87339E+17	ErinatTheSun
6.88044E+17	ErinatTheSun
6.94937E+17	ErinatTheSun
6.94944E+17	ErinatTheSun
7.03314E+17	ErinatTheSun
7.10136E+17	ErinatTheSun
7.10136E+17	ErinatTheSun
7.14823E+17	ErinatTheSun
7.14863E+17	ErinatTheSun
7.15922E+17	ErinatTheSun
6.84935E+17	erinbilbray
6.91803E+17	erinbilbray
6.97874E+17	erinbilbray
7.27232E+17	ErinBlasko
6.94672E+17	ErinBrockovich
7.05816E+17	ErinBrockovich
6.89575E+17	ErinBurnett
7.27656E+17	ErinCforSD20
6.85209E+17	ErinDMurphy
6.94438E+17	ErinDMurphy
6.94438E+17	ErinDMurphy
6.94439E+17	ErinDMurphy
6.9444E+17	ErinDMurphy
6.94442E+17	ErinDMurphy
6.97824E+17	ErinDMurphy
7.02508E+17	ErinDMurphy
7.12339E+17	ErinDMurphy
6.88907E+17	ErinEClemons
7.029E+17	Erinescence
7.10577E+17	erinesquire
7.16324E+17	ErinGaetz
7.28349E+17	ErinGraceOWH
6.84023E+17	ErinRichards
6.93196E+17	erinruberry
6.97519E+17	ErinVanSickle
7.0035E+17	erin_vt
7.18156E+17	erin_vt
7.12494E+17	erpforidaho
6.94279E+17	errollouis
7.14816E+17	errollouis
7.24664E+17	EsauPearl
6.8924E+17	esballentine
6.9449E+17	eScarry
6.94349E+17	eSchettler
7.00442E+17	ESDk12
6.84402E+17	ESealoverDenBiz
6.84403E+17	ESealoverDenBiz
6.88049E+17	ESealoverDenBiz
6.8805E+17	ESealoverDenBiz
6.88139E+17	ESealoverDenBiz
7.14997E+17	ESealoverDenBiz
7.1713E+17	ESealoverDenBiz
7.20616E+17	ESealoverDenBiz
7.2968E+17	esfuchs
6.82991E+17	ESHforOregon
6.84787E+17	ESHforOregon
6.87502E+17	ESHforOregon
7.00825E+17	ESHforOregon
7.2252E+17	ESHforOregon
7.25023E+17	ESHforOregon
7.10485E+17	eskoglund
7.1637E+17	EsotericCD
6.84839E+17	esouthard
6.88476E+17	esouthard
6.93266E+17	esouthard
6.93497E+17	esouthard
6.93501E+17	esouthard
6.93508E+17	esouthard
6.9433E+17	esouthard
7.00697E+17	esouthard
6.90216E+17	EspaillatNY
7.095E+17	EspaillatNY
7.21087E+17	EspinozaforNM
6.9317E+17	EspirituSchools
6.91061E+17	espn
7.1754E+17	espn
7.25898E+17	espn
7.25901E+17	espn
7.13402E+17	ESPNChiCubs
7.08489E+17	ESPNRadio
6.83703E+17	ESQPolitics
7.2863E+17	ESQPolitics
6.83703E+17	esquire
6.99451E+17	esquire
7.076E+17	esquire
7.13908E+17	esquire
6.94207E+17	esspgh
6.94209E+17	esspgh
6.94209E+17	esspgh
6.94212E+17	esspgh
6.97212E+17	EstebanHRZ
7.25367E+17	EstebanHRZ
7.25374E+17	EstebanHRZ
7.17025E+17	EStenehjem
6.91003E+17	EstherThePig
7.05171E+17	EstherThePig
7.12843E+17	EstherThePig
7.16989E+17	EstherThePig
6.95713E+17	etchaStech
7.14947E+17	ethangy
7.17489E+17	ethangy
6.97513E+17	ethanklapper
7.266E+17	ethanklapper
7.218E+17	ethanolbyPOET
7.01074E+17	ethartley
7.02885E+17	ethartley
7.09747E+17	ethartley
7.09748E+17	ethartley
7.09759E+17	ethartley
7.14512E+17	etysn
6.97874E+17	EugeneVClemens
7.26082E+17	eugene_kane
7.09414E+17	Eugene_Robinson
7.02518E+17	EugeniaHonoria
7.25699E+17	EuniceACLU
6.88698E+17	EuroDragon
6.84428E+17	evaholland
6.84429E+17	evaholland
6.8443E+17	evaholland
6.97909E+17	EvaLongoria
7.0561E+17	EvaMarieAyala
7.07999E+17	EvaMarieAyala
7.23898E+17	EvaMarieAyala
6.90173E+17	evanasmith
6.90174E+17	evanasmith
6.94603E+17	evanasmith
6.98629E+17	evanasmith
7.10177E+17	evanasmith
7.17354E+17	evanasmith
7.27487E+17	evanasmith
7.08387E+17	evanbush
7.10194E+17	evanbush
6.94594E+17	evanhalper
7.11235E+17	EvanJenkinsWV
6.9456E+17	evanmcmurry
7.10187E+17	evanmcmurry
6.88927E+17	EvanMcSan
6.88939E+17	EvanMcSan
6.94661E+17	EvanMcSan
7.00747E+17	EvanMcSan
6.92003E+17	evansiegfried
6.92875E+17	evansiegfried
6.92875E+17	evansiegfried
7.03976E+17	evansiegfried
7.03976E+17	evansiegfried
7.02118E+17	EvanStavisky
6.92446E+17	evanstoner19
6.90332E+17	EvanWyloge
7.17819E+17	EvanWyloge
7.2873E+17	EvanWyloge
6.83066E+17	Evan_P_Grant
7.28252E+17	EvaShockey
6.86659E+17	Evefolomoney
7.02352E+17	Evefolomoney
6.89496E+17	eventbrite
6.97494E+17	eventbrite
7.03121E+17	eventbrite
7.03195E+17	eventbrite
7.11164E+17	eventbrite
6.95694E+17	EversourceCT
6.97206E+17	Everytown
6.97207E+17	Everytown
6.93581E+17	EvgenyFeldman
6.9822E+17	EVITnews
6.8444E+17	EWagsterPettus
6.84444E+17	EWagsterPettus
6.84451E+17	EWagsterPettus
6.84464E+17	EWagsterPettus
6.85193E+17	EWagsterPettus
7.04706E+17	EWagsterPettus
7.04708E+17	EWagsterPettus
7.04709E+17	EWagsterPettus
7.05082E+17	EWagsterPettus
7.10841E+17	EWagsterPettus
7.14606E+17	EWagsterPettus
7.22869E+17	EWagsterPettus
6.94355E+17	ewaltersTX
7.04421E+17	ewaltersTX
7.21123E+17	ewaltersTX
7.22809E+17	ewaltersTX
7.22809E+17	ewaltersTX
6.94254E+17	EWErickson
7.00081E+17	EWErickson
7.00776E+17	EWErickson
7.00777E+17	EWErickson
7.0443E+17	EWErickson
7.04685E+17	EWErickson
7.05606E+17	EWErickson
7.10088E+17	EWErickson
7.10906E+17	EWErickson
7.2187E+17	EWErickson
6.84895E+17	EWTN
6.91879E+17	exchfamily
6.91879E+17	exchfamily
7.12313E+17	exjon
6.97082E+17	Exodus_Refugee
6.84797E+17	exploreminn
6.848E+17	exploreminn
6.84825E+17	exploreminn
6.91729E+17	exploreminn
6.91731E+17	exploreminn
7.10945E+17	exploreminn
7.12655E+17	exploreminn
7.12665E+17	exploreminn
6.91729E+17	ExploreMN_PR
6.91731E+17	ExploreMN_PR
6.97782E+17	ExploreMN_PR
7.15582E+17	ExploreMN_PR
7.23302E+17	ExploreMN_PR
6.85182E+17	exxonmobil
7.05868E+17	eyokley
7.22764E+17	Ezinger44
6.98178E+17	EzraDrissman
6.88913E+17	ezraklein
6.89914E+17	ezraklein
6.97968E+17	ezraklein
7.0054E+17	ezraklein
7.03295E+17	ezraklein
7.09791E+17	ezraklein
7.24985E+17	ezraklein
7.07185E+17	F4R4D4YDC414
7.06159E+17	fabulousmomblog
6.96076E+17	facebook
7.023E+17	facebook
7.05172E+17	facebook
7.098E+17	facebook
7.17751E+17	facebook
7.29832E+17	facebook
6.88537E+17	FaceTheNation
6.88753E+17	FaceTheNation
6.88823E+17	FaceTheNation
6.91246E+17	FaceTheNation
6.98876E+17	FaceTheNation
6.9892E+17	FaceTheNation
7.03662E+17	FaceTheNation
7.03997E+17	FaceTheNation
7.06468E+17	FaceTheNation
7.06541E+17	FaceTheNation
7.06629E+17	FaceTheNation
7.16463E+17	FaceTheNation
7.1659E+17	FaceTheNation
7.1914E+17	FaceTheNation
7.19172E+17	FaceTheNation
7.24205E+17	FaceTheNation
7.268E+17	FaceTheNation
7.26809E+17	FaceTheNation
7.29609E+17	FaceTheNation
6.99329E+17	factcheckdotorg
7.28571E+17	factcheckdotorg
7.23566E+17	factsfaraone
7.03013E+17	FAFSA
7.07362E+17	Fahrenthold
7.15199E+17	Fahrenthold
6.94651E+17	FairbanksMorse
7.03228E+17	fairbornherald
7.07379E+17	fairerelections
7.03896E+17	fairess369
7.15246E+17	FairfaxDems
7.2693E+17	FairfaxDems
7.26933E+17	FairfaxDems
7.26936E+17	FairfaxDems
7.00834E+17	FairfieldDV
6.92738E+17	FairnessWV
7.03402E+17	FairnessWV
7.04795E+17	FairnessWV
6.98203E+17	FaithCSacto
6.87338E+17	FaithKWinter
6.9293E+17	FaithKWinter
7.14491E+17	FaithKWinter
7.14493E+17	FaithKWinter
7.15259E+17	FaithKWinter
7.19951E+17	FaithKWinter
7.29717E+17	FaithKWinter
7.17063E+17	FakeRobFrost
7.1015E+17	fake_grover
7.13052E+17	fake_grover
7.13052E+17	fake_grover
7.13052E+17	fake_grover
7.2614E+17	FallonGlick
6.86683E+17	FallonTonight
6.87854E+17	FallonTonight
6.90352E+17	FallonTonight
6.90371E+17	FallonTonight
7.21046E+17	FallonTonight
7.08396E+17	FamiliesUSA
7.26854E+17	familycollect4u
7.01045E+17	FamilyRedsFans
7.25722E+17	FAMMFoundation
6.93558E+17	fanblogger
7.22116E+17	fanblogger
7.02881E+17	FannEmily
7.00731E+17	FantasySportsTA
7.27613E+17	FantasySportsTA
6.86375E+17	farhip
7.10168E+17	FarmG8Advocate
7.23487E+17	FarmG8Advocate
6.89485E+17	FarragherTom
6.93116E+17	FastCompany
6.96992E+17	FastCompany
6.97886E+17	FastCompany
6.84096E+17	FasterSkier
7.17747E+17	FastForwardMag
7.00179E+17	fauber_mjs
7.17527E+17	fauber_mjs
7.27163E+17	FaultlessLinen
7.18833E+17	FauquierDems
7.16322E+17	FayardforSenate
7.07945E+17	Fayway
6.92358E+17	FBI
6.9236E+17	FBI
6.85535E+17	fbihop
6.89562E+17	fbihop
6.90646E+17	fbihop
6.90652E+17	fbihop
6.9066E+17	fbihop
6.92822E+17	fbihop
6.92828E+17	fbihop
6.92829E+17	fbihop
6.93152E+17	fbihop
6.96048E+17	fbihop
6.97862E+17	fbihop
6.97866E+17	fbihop
6.98212E+17	fbihop
6.98288E+17	fbihop
6.98589E+17	fbihop
6.99291E+17	fbihop
6.99703E+17	fbihop
6.99778E+17	fbihop
7.0021E+17	fbihop
7.00449E+17	fbihop
7.07699E+17	fbihop
7.22925E+17	fbihop
7.22939E+17	fbihop
7.2294E+17	fbihop
7.17405E+17	FBillMcMorris
7.05431E+17	fbncountdown
6.98147E+17	fbtalk
7.12329E+17	FBXConservative
7.1233E+17	FBXConservative
7.20856E+17	FDNMfeatures
6.86973E+17	FDNMoutdoors
6.87323E+17	FDNMPolitics
6.89919E+17	FDNMPolitics
6.94217E+17	FDNMPolitics
6.94217E+17	FDNMPolitics
6.94219E+17	FDNMPolitics
6.94219E+17	FDNMPolitics
6.9534E+17	FDNMPolitics
6.99762E+17	FDNMPolitics
6.99764E+17	FDNMPolitics
6.9985E+17	FDNMPolitics
7.04914E+17	FDNMPolitics
7.06938E+17	FDNMPolitics
7.08158E+17	FDNMPolitics
7.14599E+17	FDNMPolitics
7.18526E+17	FDNMPolitics
7.18925E+17	FDNMPolitics
7.20005E+17	FDNMPolitics
7.20011E+17	FDNMPolitics
7.20013E+17	FDNMPolitics
7.20353E+17	FDNMPolitics
7.20456E+17	FDNMPolitics
7.20729E+17	FDNMPolitics
7.20781E+17	FDNMPolitics
7.21746E+17	FDNMPolitics
7.22232E+17	FDNMPolitics
7.1641E+17	fedorchak4PSC
6.86287E+17	FedorZarkhin
6.86288E+17	FedorZarkhin
6.86288E+17	FedorZarkhin
7.10222E+17	FedSocLawProf
7.1032E+17	FedSocLawProf
6.93523E+17	feelthebernorg
6.92498E+17	feldmaniac
7.27298E+17	feldmaniac
6.83644E+17	FeliceBelman
6.83841E+17	FeliceBelman
6.83845E+17	FeliceBelman
7.26773E+17	felicejfreyer
6.83856E+17	FeliciaGans
6.83865E+17	FeliciaGans
6.83866E+17	FeliciaGans
6.83867E+17	FeliciaGans
6.83868E+17	FeliciaGans
7.17878E+17	FeliciaGans
7.27203E+17	feliciaskahn
6.9242E+17	felixsalmon
6.9061E+17	fema
7.13081E+17	fema
6.94937E+17	FenitN
7.09363E+17	FenitN
7.23332E+17	Fenwaynine
7.23505E+17	Fenwaynine
6.84525E+17	FERC
7.17365E+17	FERC
7.19975E+17	FERC
6.90177E+17	FergusCullen
6.90194E+17	FergusCullen
6.91746E+17	FergusonAnnette
7.19641E+17	fernandaNYT
7.19642E+17	fernandaNYT
6.94354E+17	FernandoPeinado
6.94355E+17	FernandoPeinado
6.98227E+17	FerroCactus
7.10543E+17	FGPreporting
6.91306E+17	FHQ
6.91306E+17	FHQ
6.91306E+17	FHQ
6.91758E+17	FHQ
6.83075E+17	Fiesta_Bowl
7.07596E+17	FindlayCourier
7.27521E+17	FindlayCourier
7.28263E+17	FindlayCourier
7.20318E+17	finebaum
6.86581E+17	fineout
7.15974E+17	fineout
7.01221E+17	finneganLAT
7.02296E+17	finneganLAT
7.02358E+17	finneganLAT
7.03277E+17	finneganLAT
7.06984E+17	finneganLAT
7.07605E+17	finneganLAT
7.21749E+17	finneganLAT
7.23144E+17	finneganLAT
7.27664E+17	finneganLAT
6.96408E+17	finneyk
7.02283E+17	finneyk
6.97464E+17	finnsbrickoven
7.17511E+17	finnygo
7.18445E+17	finnygo
7.20338E+17	finnygo
6.89203E+17	firefighterAB
6.92673E+17	FireFlyFury
6.92022E+17	FireRescueOmaha
7.05231E+17	fireweed221
7.28643E+17	FirstBusiness_
7.14637E+17	firstgreatwater
6.86559E+17	FirstLadyIN
7.02571E+17	FirstLadyIN
7.07256E+17	FirstLadyIN
7.07257E+17	FirstLadyIN
7.07258E+17	FirstLadyIN
7.07264E+17	FirstLadyIN
7.07288E+17	FirstLadyIN
7.07293E+17	FirstLadyIN
7.12703E+17	FirstLadyIN
7.1595E+17	FirstLadyIN
7.2026E+17	FirstLadyIN
6.87433E+17	FirstLadyVA
7.04826E+17	FirstLadyVA
7.27578E+17	FirstLadyVA
6.94263E+17	fishnette
6.98982E+17	fishnette
7.00449E+17	fishnette
7.09761E+17	fishnette
7.17113E+17	fishnette
6.84094E+17	FITNtownhall
6.84094E+17	FITNtownhall
6.84817E+17	FITNtownhall
6.85243E+17	FITNtownhall
6.85243E+17	FITNtownhall
6.86256E+17	FITNtownhall
6.8662E+17	FITNtownhall
6.86947E+17	FITNtownhall
6.87018E+17	FITNtownhall
6.87382E+17	FITNtownhall
6.87834E+17	FITNtownhall
6.88053E+17	FITNtownhall
6.88064E+17	FITNtownhall
6.8991E+17	FITNtownhall
6.92095E+17	FITNtownhall
6.97815E+17	fitsnews
7.00431E+17	fitsnews
7.19705E+17	fitsnews
7.20973E+17	fitsnews
7.21007E+17	fitsnews
6.86886E+17	FitzProv
6.89896E+17	FitzProv
6.91356E+17	FitzProv
6.98916E+17	FitzProv
7.10512E+17	FitzProv
7.1457E+17	FitzProv
7.15328E+17	FitzProv
7.15915E+17	FitzProv
7.17157E+17	FitzProv
7.1958E+17	FitzProv
7.19583E+17	FitzProv
7.19588E+17	FitzProv
7.19669E+17	FitzProv
7.19686E+17	FitzProv
7.20779E+17	FitzProv
7.22954E+17	FitzProv
7.22978E+17	FitzProv
7.23291E+17	FitzProv
7.23346E+17	FitzProv
7.2368E+17	FitzProv
7.24325E+17	FitzProv
7.24738E+17	FitzProv
7.25028E+17	FitzProv
7.25069E+17	FitzProv
7.25159E+17	FitzProv
7.25488E+17	FitzProv
7.25669E+17	FitzProv
7.2683E+17	FitzProv
7.27603E+17	FitzProv
7.28618E+17	FitzProv
6.99316E+17	Fitz_ly
7.17704E+17	Fitz_ly
7.20311E+17	Fitz_ly
7.22121E+17	Fitz_ly
7.2214E+17	Fitz_ly
7.07277E+17	FIU
7.15971E+17	FIU
7.15974E+17	FIU
7.10443E+17	fivefifths
6.89139E+17	FiveThirtyEight
6.89464E+17	FiveThirtyEight
6.94211E+17	FiveThirtyEight
6.94311E+17	FiveThirtyEight
6.94352E+17	FiveThirtyEight
6.94367E+17	FiveThirtyEight
6.94371E+17	FiveThirtyEight
6.95344E+17	FiveThirtyEight
6.95455E+17	FiveThirtyEight
6.9633E+17	FiveThirtyEight
6.97241E+17	FiveThirtyEight
6.97243E+17	FiveThirtyEight
7.00757E+17	FiveThirtyEight
7.0305E+17	FiveThirtyEight
7.04789E+17	FiveThirtyEight
7.06364E+17	FiveThirtyEight
7.08052E+17	FiveThirtyEight
7.13202E+17	FiveThirtyEight
7.1389E+17	FiveThirtyEight
7.15534E+17	FiveThirtyEight
7.18233E+17	FiveThirtyEight
7.19197E+17	FiveThirtyEight
6.88913E+17	FlaDems
6.90177E+17	FlaDems
7.06649E+17	FlaDems
7.07284E+17	FlaDems
7.18531E+17	FlaDems
7.28055E+17	FlaDems
7.29013E+17	FlaDems
7.29383E+17	FlaDems
7.02666E+17	FlashReport
7.02667E+17	FlashReport
7.02667E+17	FlashReport
7.02667E+17	FlashReport
7.02667E+17	FlashReport
7.29761E+17	flcourts
7.0071E+17	fleming_kaitlin
6.87087E+17	FletcherJason
6.84392E+17	FLGovScott
6.85131E+17	FLGovScott
6.86634E+17	FLGovScott
6.86637E+17	FLGovScott
6.86938E+17	FLGovScott
6.86951E+17	FLGovScott
6.86951E+17	FLGovScott
6.86955E+17	FLGovScott
6.86956E+17	FLGovScott
6.86957E+17	FLGovScott
6.86963E+17	FLGovScott
6.87318E+17	FLGovScott
6.87666E+17	FLGovScott
6.87694E+17	FLGovScott
6.88031E+17	FLGovScott
6.90202E+17	FLGovScott
6.90288E+17	FLGovScott
6.90556E+17	FLGovScott
6.91386E+17	FLGovScott
6.91726E+17	FLGovScott
6.9419E+17	FLGovScott
6.94991E+17	FLGovScott
6.95322E+17	FLGovScott
6.95356E+17	FLGovScott
6.95417E+17	FLGovScott
6.95663E+17	FLGovScott
6.97161E+17	FLGovScott
6.97528E+17	FLGovScott
7.00694E+17	FLGovScott
7.02137E+17	FLGovScott
7.02622E+17	FLGovScott
7.06972E+17	FLGovScott
7.07202E+17	FLGovScott
7.07666E+17	FLGovScott
7.07943E+17	FLGovScott
7.07979E+17	FLGovScott
7.07992E+17	FLGovScott
7.08003E+17	FLGovScott
7.08043E+17	FLGovScott
7.08382E+17	FLGovScott
7.08491E+17	FLGovScott
7.10133E+17	FLGovScott
7.10161E+17	FLGovScott
7.10587E+17	FLGovScott
7.10842E+17	FLGovScott
7.11974E+17	FLGovScott
7.13033E+17	FLGovScott
7.1306E+17	FLGovScott
7.14471E+17	FLGovScott
7.14812E+17	FLGovScott
7.14887E+17	FLGovScott
7.17744E+17	FLGovScott
7.17751E+17	FLGovScott
7.17763E+17	FLGovScott
7.17772E+17	FLGovScott
7.17774E+17	FLGovScott
7.17814E+17	FLGovScott
7.17874E+17	FLGovScott
7.18073E+17	FLGovScott
7.18077E+17	FLGovScott
7.18092E+17	FLGovScott
7.1846E+17	FLGovScott
7.18493E+17	FLGovScott
7.18496E+17	FLGovScott
7.18524E+17	FLGovScott
7.19527E+17	FLGovScott
7.20265E+17	FLGovScott
7.20284E+17	FLGovScott
7.20299E+17	FLGovScott
7.2067E+17	FLGovScott
7.24625E+17	FLGovScott
7.24972E+17	FLGovScott
7.2499E+17	FLGovScott
7.254E+17	FLGovScott
7.25417E+17	FLGovScott
7.25443E+17	FLGovScott
7.25853E+17	FLGovScott
7.27511E+17	FLGovScott
7.27513E+17	FLGovScott
7.27522E+17	FLGovScott
7.27616E+17	FLGovScott
7.2762E+17	FLGovScott
7.27661E+17	FLGovScott
7.27874E+17	FLGovScott
7.27877E+17	FLGovScott
7.2789E+17	FLGovScott
7.27907E+17	FLGovScott
7.28259E+17	FLGovScott
7.28656E+17	FLGovScott
7.29689E+17	FLGovScott
6.94548E+17	FLHistoricCap
6.89587E+17	flintjournal
6.90275E+17	flintjournal
6.99661E+17	flintjournal
7.06676E+17	flintjournal
7.07628E+17	flintjournal
7.09727E+17	FlintRising
7.09737E+17	FlintRising
7.09746E+17	FlintRising
7.09753E+17	FlintRising
7.10483E+17	FlintRising
7.14843E+17	FlintRising
7.14867E+17	FlintRising
7.1491E+17	FlintRising
7.14931E+17	FlintRising
7.14933E+17	FlintRising
7.14934E+17	FlintRising
7.19884E+17	FlintRising
7.19884E+17	FlintRising
7.27955E+17	FlintRising
7.27959E+17	FlintRising
7.2796E+17	FlintRising
6.98687E+17	flobots
6.90608E+17	floridachannel
6.97063E+17	floridachannel
6.8402E+17	FloridaGOP
6.84398E+17	FloridaGOP
6.85565E+17	FloridaGOP
6.86557E+17	FloridaGOP
6.8658E+17	FloridaGOP
6.86928E+17	FloridaGOP
6.86963E+17	FloridaGOP
6.87694E+17	FloridaGOP
6.88039E+17	FloridaGOP
6.88044E+17	FloridaGOP
6.88088E+17	FloridaGOP
6.88105E+17	FloridaGOP
6.89838E+17	FloridaGOP
6.89872E+17	FloridaGOP
6.90562E+17	FloridaGOP
6.90569E+17	FloridaGOP
6.90623E+17	FloridaGOP
6.90625E+17	FloridaGOP
6.90633E+17	FloridaGOP
6.91653E+17	FloridaGOP
